city_key,country,city,preferred_city_query,latitude,longitude,geocode_source,geocode_source_url,match_confidence,review_notes
paraguay__asuncion__1d501407,Paraguay,Asunción,"Asunción, Paraguay",-25.28207,-57.63539,geonames_searchJSON,https://www.geonames.org/3439389,low,GeoNames name_equals match; selected 'Asunción'; admin 'Asunción'; feature PPLC; population 1482200; 537.9 km from trusted local centroid; spot-check recommended before promoting to final club coordinates; HTTP fallback was used because the GeoNames HTTPS certificate failed verification. NOTE: Manually changed to current values.
germany__wolfsburg__d8fa690c,Germany,Wolfsburg,"Wolfsburg, Germany",52.42452,10.7815,geonames_searchJSON,https://www.geonames.org/2806654,high,GeoNames name_equals match; selected 'Wolfsburg'; admin 'Niedersachsen'; feature PPLA3; population 123064; 1.7 km from trusted local centroid; top-vs-next score margin 62.3; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
ghana__accra__500f1052,Ghana,Accra,"Accra, Ghana",5.55602,-0.1969,geonames_searchJSON,https://www.geonames.org/2306104,high,GeoNames name_equals match; selected 'Accra'; admin 'Greater Accra'; feature PPLC; population 1963264; 0.7 km from trusted local centroid; top-vs-next score margin 104.0; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
greece__nea-filadelfeia__e7977283,Greece,Nea Filadelfeia,"Nea Filadelfeia, Greece",38.03491,23.73811,geonames_searchJSON,https://www.geonames.org/256621,high,GeoNames name_equals match; selected 'Néa Filadélfeia'; admin 'Αττική'; feature PPLA3; population 25734; 0.4 km from trusted local centroid; top-vs-next score margin 86.3; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
greece__peristeri__c0aec664,Greece,Peristeri,"Peristeri, Greece",38.01539,23.69187,geonames_searchJSON,https://www.geonames.org/255524,high,GeoNames name_equals match; selected 'Peristéri'; admin 'Αττική'; feature PPLA3; population 139981; 1.2 km from trusted local centroid; top-vs-next score margin 54.9; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
greece__piraeus__6e60acc5,Greece,Piraeus,"Piraeus, Greece",37.94203,23.64619,geonames_searchJSON,https://www.geonames.org/255274,high,GeoNames name_equals match; selected 'Piraeus'; admin 'Αττική'; feature PPLA3; population 163688; 1.7 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
greece__thessaloniki__3b58e90b,Greece,Thessaloniki,"Thessaloniki, Greece",40.64072,22.93493,geonames_searchJSON,https://www.geonames.org/734077,high,GeoNames name_equals match; selected 'Thessaloníki'; admin 'Κεντρική Μακεδονία'; feature PPLA; population 317778; 4.4 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
hungary__budapest__7a50af4f,Hungary,Budapest,"Budapest, Hungary",47.49835,19.04045,geonames_searchJSON,https://www.geonames.org/3054643,high,GeoNames name_equals match; selected 'Budapest'; admin 'Budapest'; feature PPLC; population 1741041; 4.9 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
hungary__felcsut__e8545bc8,Hungary,Felcsút,"Felcsút, Hungary",47.45797,18.58626,geonames_searchJSON,https://www.geonames.org/3052977,high,GeoNames name_equals match; selected 'Felcsút'; admin 'Fejér megye'; feature PPL; 0.7 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
hungary__gyor__b940c759,Hungary,Győr,"Győr, Hungary",47.68333,17.63512,geonames_searchJSON,https://www.geonames.org/3052009,high,GeoNames name_equals match; selected 'Győr'; admin 'Győr-Moson-Sopron megye'; feature PPLA; population 129301; 2.6 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
iran__ahvaz__0e383019,Iran,Ahvaz,"Ahvaz, Iran",31.31901,48.6842,geonames_searchJSON,https://www.geonames.org/144448,high,GeoNames name_equals match; selected 'Ahvaz'; admin 'خوزستان'; feature PPLA; population 841145; 1.4 km from trusted local centroid; top-vs-next score margin 221.8; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
iran__bandar-e-anzali__de5ec006,Iran,Bandar-e Anzali,"Bandar-e Anzali, Iran",37.47318,49.45785,geonames_searchJSON,https://www.geonames.org/141679,high,GeoNames name_equals match; selected 'Bandar-e Anzalī'; admin 'گیلان‎'; feature PPLA2; population 110826; 0.9 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
iran__isfahan__d5f26389,Iran,Isfahan,"Isfahan, Iran",32.65246,51.67462,geonames_searchJSON,https://www.geonames.org/418863,high,GeoNames name_equals match; selected 'Isfahan'; admin 'اصفهان'; feature PPLA; population 1547164; 10.2 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
iran__tabriz__4a2f8cdf,Iran,Tabriz,"Tabriz, Iran",38.08,46.2919,geonames_searchJSON,https://www.geonames.org/113646,high,GeoNames name_equals match; selected 'Tabriz'; admin 'آذربایجان شرقی'; feature PPLA; population 1424641; 5.9 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
spain__seville__c64708a7,Spain,Seville,"Seville, Spain",37.38283,-5.97317,geonames_searchJSON,https://www.geonames.org/2510911,low,GeoNames name_equals match; selected 'Sevilla'; admin 'Andalucía'; feature PPLA; population 686741; 1.4 km from trusted local centroid; spot-check recommended before promoting to final club coordinates; HTTP fallback was used because the GeoNames HTTPS certificate failed verification. NOTE: Verified.
ireland__dublin__55c6715a,Ireland,Dublin,"Dublin, Ireland",53.33306,-6.24889,geonames_searchJSON,https://www.geonames.org/2964574,high,GeoNames name_equals match; selected 'Dublin'; admin 'Leinster'; feature PPLC; population 1024027; 4.6 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
ireland__tallaght__0931219c,Ireland,Tallaght,"Tallaght, Ireland",53.2859,-6.37344,geonames_searchJSON,https://www.geonames.org/2961284,high,GeoNames name_equals match; selected 'Tallaght'; admin 'Leinster'; feature PPLA2; population 80339; 0.3 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
israel__haifa__41b2b89e,Israel,Haifa,"Haifa, Israel",32.81303,34.99928,geonames_searchJSON,https://www.geonames.org/294801,high,GeoNames name_equals match; selected 'Haifa'; admin 'חיפה'; feature PPLA; population 285316; 4.6 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
austria__wals-siezenheim__dd26f0f9,Austria,Wals-Siezenheim,"Wals-Siezenheim, Austria",47.78333,12.96667,geonames_searchJSON,https://www.geonames.org/2761941,low,GeoNames returned no populated-place matches for this city-country query. NOTE: Manually added coordinates and link.
israel__tel-aviv__5890c5c0,Israel,Tel Aviv,"Tel Aviv, Israel",32.08088,34.78057,geonames_searchJSON,https://www.geonames.org/293397,high,GeoNames name_equals match; selected 'Tel Aviv'; admin 'תל אביב'; feature PPLA; population 432892; 3.7 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
italy__bergamo__174b8828,Italy,Bergamo,"Bergamo, Italy",45.69601,9.66721,geonames_searchJSON,https://www.geonames.org/3182164,high,GeoNames name_equals match; selected 'Bergamo'; admin 'Lombardia'; feature PPLA2; population 121200; 1.8 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
italy__bologna__b8c4026d,Italy,Bologna,"Bologna, Italy",44.49381,11.33875,geonames_searchJSON,https://www.geonames.org/3181928,high,GeoNames name_equals match; selected 'Bologna'; admin 'Emilia-Romagna'; feature PPLA; population 394843; 2.3 km from trusted local centroid; top-vs-next score margin 37.0; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
italy__cagliari__98ddc5ef,Italy,Cagliari,"Cagliari, Italy",39.23054,9.11917,geonames_searchJSON,https://www.geonames.org/2525473,high,GeoNames name_equals match; selected 'Cagliari'; admin 'Sardegna'; feature PPLA; population 149257; 3.8 km from trusted local centroid; top-vs-next score margin 96.3; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
italy__como__9f65abc5,Italy,Como,"Como, Italy",45.80819,9.0832,geonames_searchJSON,https://www.geonames.org/3178229,high,GeoNames name_equals match; selected 'Como'; admin 'Lombardia'; feature PPLA2; population 84808; 1.0 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
italy__cremona__ac86e9b9,Italy,Cremona,"Cremona, Italy",45.13325,10.02129,geonames_searchJSON,https://www.geonames.org/3177838,high,GeoNames name_equals match; selected 'Cremona'; admin 'Lombardia'; feature PPLA2; population 71223; 1.3 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
italy__florence__4b309cb8,Italy,Florence,"Florence, Italy",43.77925,11.24626,geonames_searchJSON,https://www.geonames.org/3176959,high,GeoNames name_equals match; selected 'Florence'; admin 'Toscana'; feature PPLA; population 367150; 2.9 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
italy__frosinone__2f90915e,Italy,Frosinone,"Frosinone, Italy",41.63976,13.34109,geonames_searchJSON,https://www.geonames.org/3176515,high,GeoNames name_equals match; selected 'Frosinone'; admin 'Lazio'; feature PPLA2; population 44505; 1.7 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
italy__naples__797a346e,Italy,Naples,"Naples, Italy",40.85216,14.26811,geonames_searchJSON,https://www.geonames.org/3172394,high,GeoNames name_equals match; selected 'Naples'; admin 'Campania'; feature PPLA; population 909048; 6.9 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
italy__parma__f1a347d0,Italy,Parma,"Parma, Italy",44.79935,10.32618,geonames_searchJSON,https://www.geonames.org/3171457,high,GeoNames name_equals match; selected 'Parma'; admin 'Emilia-Romagna'; feature PPLA2; population 198292; 1.1 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
italy__reggio-emilia__53c08c5d,Italy,Reggio Emilia,"Reggio Emilia, Italy",44.69825,10.63125,geonames_searchJSON,https://www.geonames.org/3169522,high,GeoNames name_equals match; selected 'Reggio nell'Emilia'; admin 'Emilia-Romagna'; feature PPLA2; population 171944; 2.3 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
italy__rome__3ce952dd,Italy,Rome,"Rome, Italy",41.89193,12.51133,geonames_searchJSON,https://www.geonames.org/3169070,high,GeoNames name_equals match; selected 'Rome'; admin 'Lazio'; feature PPLC; population 2318895; 6.6 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
italy__udine__d81bc04c,Italy,Udine,"Udine, Italy",46.0693,13.23715,geonames_searchJSON,https://www.geonames.org/3165072,high,GeoNames name_equals match; selected 'Udine'; admin 'Friuli Venezia Giulia'; feature PPLA2; population 100170; 3.2 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
italy__venice__2e7ee42f,Italy,Venice,"Venice, Italy",45.43713,12.33265,geonames_searchJSON,https://www.geonames.org/3164603,high,GeoNames name_equals match; selected 'Venice'; admin 'Veneto'; feature PPLA; population 51298; 2.6 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
italy__verona__ea095a6c,Italy,Verona,"Verona, Italy",45.43854,10.9938,geonames_searchJSON,https://www.geonames.org/3164527,high,GeoNames name_equals match; selected 'Verona'; admin 'Veneto'; feature PPLA2; population 258031; 2.0 km from trusted local centroid; top-vs-next score margin 50.3; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
japan__chofu__e754d8dd,Japan,Chōfu,"Chōfu, Japan",35.65924,139.54837,geonames_searchJSON,https://www.geonames.org/1864518,high,GeoNames name_equals match; selected 'Chōfu'; admin '東京都'; feature PPLA2; population 242614; 2.0 km from trusted local centroid; top-vs-next score margin 184.2; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
japan__hiroshima__1938549e,Japan,Hiroshima,"Hiroshima, Japan",34.4,132.45,geonames_searchJSON,https://www.geonames.org/1862415,high,GeoNames name_equals match; selected 'Hiroshima'; admin '広島県'; feature PPLA; population 1200754; 6.8 km from trusted local centroid; top-vs-next score margin 105.0; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
azerbaijan__masazir__c97f8d54,Azerbaijan,Masazir,"Masazir, Azerbaijan",40.48355,49.76077,geonames_searchJSON,https://www.geonames.org/585561,low,GeoNames name_equals match; selected 'Masazır'; admin 'Abşeron'; feature PPL; 7583.9 km from trusted local centroid; spot-check recommended before promoting to final club coordinates; HTTP fallback was used because the GeoNames HTTPS certificate failed verification. NOTE: Verified.
japan__machida__c9ff6e9e,Japan,Machida,"Machida, Japan",35.54028,139.45083,geonames_searchJSON,https://www.geonames.org/1857871,high,GeoNames name_equals match; selected 'Machida'; admin '東京都'; feature PPLA2; population 431079; 5.9 km from trusted local centroid; top-vs-next score margin 39.9; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
japan__niigata__2b37e024,Japan,Niigata,"Niigata, Japan",37.92259,139.04125,geonames_searchJSON,https://www.geonames.org/1855431,high,GeoNames name_equals match; selected 'Niigata'; admin '新潟県'; feature PPLA; population 797591; 4.7 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
jordan__irbid__f5b0aa53,Jordan,Irbid,"Irbid, Jordan",32.55556,35.85,geonames_searchJSON,https://www.geonames.org/248946,high,GeoNames name_equals match; selected 'Irbid'; admin 'اربد'; feature PPLA; population 569068; 2.2 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
kazakhstan__astana__3054a1f0,Kazakhstan,Astana,"Astana, Kazakhstan",51.1801,71.44598,geonames_searchJSON,https://www.geonames.org/1526273,high,GeoNames name_equals match; selected 'Astana'; admin 'Астана'; feature PPLC; population 345604; 8.5 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
malaysia__kuala-nerus__f6df275b,Malaysia,Kuala Nerus,"Kuala Nerus, Malaysia",5.37293,103.02053,geonames_searchJSON,https://www.geonames.org/12534340,high,GeoNames name_equals match; selected 'Kuala Nerus'; admin 'Terengganu'; feature PPL; population 93485; 9.5 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
malaysia__petaling-jaya__3adc603d,Malaysia,Petaling Jaya,"Petaling Jaya, Malaysia",3.10726,101.60671,geonames_searchJSON,https://www.geonames.org/1735158,high,GeoNames name_equals match; selected 'Petaling Jaya'; admin 'Selangor'; feature PPLA2; population 807879; 7.4 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
belgium__antwerp__3754ba80,Belgium,Antwerp,"Antwerp, Belgium",51.22047,4.40026,geonames_searchJSON,https://www.geonames.org/2803138,low,GeoNames name_equals match; selected 'Antwerpen'; admin 'Vlaanderen'; feature PPL; population 529247; 5.1 km from trusted local centroid; spot-check recommended before promoting to final club coordinates; HTTP fallback was used because the GeoNames HTTPS certificate failed verification. NOTE: Verified.
mexico__coyoacan__d2b533fd,Mexico,Coyoacán,"Coyoacán, Mexico",19.3467,-99.16174,geonames_searchJSON,https://www.geonames.org/3530139,high,GeoNames name_equals match; selected 'Coyoacán'; admin 'Ciudad de México'; feature PPL; population 614447; 5.0 km from trusted local centroid; top-vs-next score margin 55.3; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
mexico__mexico-city__c5288fab,Mexico,Mexico City,"Mexico City, Mexico",19.42847,-99.12766,geonames_searchJSON,https://www.geonames.org/3530597,high,GeoNames name_equals match; selected 'Mexico City'; admin 'Ciudad de México'; feature PPLC; population 12294193; 14.2 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
belgium__ghent__71d06c23,Belgium,Ghent,"Ghent, Belgium",51.05,3.71667,geonames_searchJSON,https://www.geonames.org/2797656,low,GeoNames name_equals match; selected 'Gent'; admin 'Vlaanderen'; feature PPL; population 265086; 4.0 km from trusted local centroid; spot-check recommended before promoting to final club coordinates; HTTP fallback was used because the GeoNames HTTPS certificate failed verification. NOTE: Verified.
mexico__san-nicolas-de-los-garza__dc2c5f3b,Mexico,San Nicolás de los Garza,"San Nicolás de los Garza, Mexico",25.74167,-100.30222,geonames_searchJSON,https://www.geonames.org/3985241,high,GeoNames name_equals match; selected 'San Nicolás de los Garza'; admin 'Nuevo León'; feature PPL; population 412199; 2.3 km from trusted local centroid; top-vs-next score margin 26.8; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
mexico__tijuana__1a4dc2ce,Mexico,Tijuana,"Tijuana, Mexico",32.5027,-117.00371,geonames_searchJSON,https://www.geonames.org/3981609,high,GeoNames name_equals match; selected 'Tijuana'; admin 'Baja California'; feature PPLA2; population 1922523; 1.1 km from trusted local centroid; top-vs-next score margin 98.7; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
mexico__toluca-de-lerdo__b5359dac,Mexico,Toluca de Lerdo,"Toluca de Lerdo, Mexico",19.28786,-99.65324,geonames_searchJSON,https://www.geonames.org/3515302,high,GeoNames name_equals match; selected 'Toluca'; admin 'México'; feature PPLA; population 489333; 1.4 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
mexico__torreon__89bf20d5,Mexico,Torreón,"Torreón, Mexico",25.54389,-103.41898,geonames_searchJSON,https://www.geonames.org/3981254,high,GeoNames name_equals match; selected 'Torreón'; admin 'Coahuila de Zaragoza'; feature PPLA2; population 735340; 10.4 km from trusted local centroid; top-vs-next score margin 100.6; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
monaco__fontvieille__33b697ea,Monaco,Fontvieille,"Fontvieille, Monaco",43.72687,7.41766,geonames_searchJSON,https://www.geonames.org/3017814,high,GeoNames name_equals match; selected 'Fontvieille'; feature PPLX; population 3602; 0.2 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
morocco__casablanca__ac36f955,Morocco,Casablanca,"Casablanca, Morocco",33.58831,-7.61138,geonames_searchJSON,https://www.geonames.org/2553604,high,GeoNames name_equals match; selected 'Casablanca'; admin 'الدار البيضاء - سطات'; feature PPLA; population 3665954; 3.3 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
netherlands__alkmaar__7d0de1f0,Netherlands,Alkmaar,"Alkmaar, Netherlands",52.63167,4.74861,geonames_searchJSON,https://www.geonames.org/2759899,high,GeoNames name_equals match; selected 'Alkmaar'; admin 'Noord-Holland'; feature PPL; population 94853; 2.2 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
netherlands__almelo__1e93ed32,Netherlands,Almelo,"Almelo, Netherlands",52.35667,6.6625,geonames_searchJSON,https://www.geonames.org/2759887,high,GeoNames name_equals match; selected 'Almelo'; admin 'Overijssel'; feature PPL; population 72725; 2.2 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
netherlands__almere__06da8b29,Netherlands,Almere,"Almere, Netherlands",52.37025,5.21413,geonames_searchJSON,https://www.geonames.org/2759879,high,GeoNames name_equals match; selected 'Almere Stad'; admin 'Flevoland'; feature PPL; population 176432; 3.2 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
netherlands__eindhoven__fc78510b,Netherlands,Eindhoven,"Eindhoven, Netherlands",51.44083,5.47778,geonames_searchJSON,https://www.geonames.org/2756253,high,GeoNames name_equals match; selected 'Eindhoven'; admin 'Noord-Brabant'; feature PPL; population 235691; 0.7 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
netherlands__enschede__463c3b9b,Netherlands,Enschede,"Enschede, Netherlands",52.21833,6.89583,geonames_searchJSON,https://www.geonames.org/2756071,high,GeoNames name_equals match; selected 'Enschede'; admin 'Overijssel'; feature PPL; population 153655; 4.5 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
netherlands__nijmegen__91e4de62,Netherlands,Nijmegen,"Nijmegen, Netherlands",51.8425,5.85278,geonames_searchJSON,https://www.geonames.org/2750053,high,GeoNames name_equals match; selected 'Nijmegen'; admin 'Gelderland'; feature PPL; population 177359; 2.5 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
netherlands__utrecht__9da54053,Netherlands,Utrecht,"Utrecht, Netherlands",52.09083,5.12222,geonames_searchJSON,https://www.geonames.org/2745912,high,GeoNames name_equals match; selected 'Utrecht'; admin 'Utrecht'; feature PPLA; population 376435; 2.1 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
netherlands__velsen-zuid__4f8ee408,Netherlands,Velsen-Zuid,"Velsen-Zuid, Netherlands",52.46,4.65,geonames_searchJSON,https://www.geonames.org/2745673,high,GeoNames name_equals match; selected 'Velsen-Zuid'; admin 'Noord-Holland'; feature PPL; population 67758; 1.2 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
netherlands__venlo__416b3dcd,Netherlands,Venlo,"Venlo, Netherlands",51.37,6.16806,geonames_searchJSON,https://www.geonames.org/2745641,high,GeoNames name_equals match; selected 'Venlo'; admin 'Limburg'; feature PPLA2; population 101988; 2.2 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
netherlands__waalwijk__f233e085,Netherlands,Waalwijk,"Waalwijk, Netherlands",51.6825,5.07083,geonames_searchJSON,https://www.geonames.org/2745123,high,GeoNames name_equals match; selected 'Waalwijk'; admin 'Noord-Brabant'; feature PPL; population 45610; 1.3 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
netherlands__zwolle__f950d1cb,Netherlands,Zwolle,"Zwolle, Netherlands",52.5125,6.09444,geonames_searchJSON,https://www.geonames.org/2743477,high,GeoNames name_equals match; selected 'Zwolle'; admin 'Overijssel'; feature PPLA; population 129840; 1.9 km from trusted local centroid; top-vs-next score margin 33.9; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
new-zealand__auckland__aed45b02,New Zealand,Auckland,"Auckland, New Zealand",-36.84853,174.76349,geonames_searchJSON,https://www.geonames.org/2193733,high,GeoNames name_equals match; selected 'Auckland'; admin 'Auckland'; feature PPLA; population 1530500; 8.9 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
new-zealand__wellington__b50b38ec,New Zealand,Wellington,"Wellington, New Zealand",-41.28664,174.77557,geonames_searchJSON,https://www.geonames.org/2179537,high,GeoNames name_equals match; selected 'Wellington'; admin 'Wellington Region'; feature PPLC; population 381900; 1.7 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
norway__bod__9d74b3b0,Norway,Bodø,"Bodø, Norway",67.28267,14.37513,geonames_searchJSON,https://www.geonames.org/3160881,high,GeoNames name_equals match; selected 'Bodø'; admin 'Nordland'; feature PPLA; population 34073; 0.7 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
norway__drammen__45056e6d,Norway,Drammen,"Drammen, Norway",59.74389,10.20449,geonames_searchJSON,https://www.geonames.org/3159016,high,GeoNames name_equals match; selected 'Drammen'; admin 'Buskerud fylke'; feature PPLA; population 105042; 2.7 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
denmark__silkeborg__787d40fe,Denmark,Silkeborg,"Silkeborg, Denmark",56.1697,9.54508,geonames_searchJSON,https://www.geonames.org/2614030,low,"GeoNames returned no populated-place matches for this city-country query. NOTE: Manually added coordinates and link; need to change city name to Silkeborg. Canonical city-country label updated to 'Silkeborg, Denmark'."
norway__sarpsborg__c80bd075,Norway,Sarpsborg,"Sarpsborg, Norway",59.28391,11.10962,geonames_searchJSON,https://www.geonames.org/3140084,high,GeoNames name_equals match; selected 'Sarpsborg'; admin 'Østfold'; feature PPLA; population 59038; 0.7 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
norway__stavanger__654e85ed,Norway,Stavanger,"Stavanger, Norway",58.97005,5.73332,geonames_searchJSON,https://www.geonames.org/3137115,high,GeoNames name_equals match; selected 'Stavanger'; admin 'Rogaland'; feature PPLA; population 148682; 6.2 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
egypt__nasr-city__aebef93d,Egypt,Nasr City,"Nasr City, Egypt",30.06667,31.3,geonames_searchJSON,https://www.geonames.org/353225,low,GeoNames name_equals match; selected 'Madīnat an Naşr'; admin 'القاهرة'; feature PPLX; population 668413; 1.2 km from trusted local centroid; spot-check recommended before promoting to final club coordinates; HTTP fallback was used because the GeoNames HTTPS certificate failed verification. NOTE: Verified.
people-s-republic-of-china__hangzhou__338188dd,People's Republic of China,Hangzhou,"Hangzhou, People's Republic of China",30.29365,120.16142,geonames_searchJSON,https://www.geonames.org/1808926,high,GeoNames name_equals match; selected 'Hangzhou'; admin '浙江'; feature PPLA; population 9236032; 4.2 km from trusted local centroid; top-vs-next score margin 102.0; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
poland__biaystok__f527bcde,Poland,Białystok,"Białystok, Poland",53.13333,23.16433,geonames_searchJSON,https://www.geonames.org/776069,high,GeoNames name_equals match; selected 'Białystok'; admin 'Województwo podlaskie'; feature PPLA; population 295683; 3.3 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
poland__krakow__d9bf2008,Poland,Kraków,"Kraków, Poland",50.06143,19.93658,geonames_searchJSON,https://www.geonames.org/3094802,high,GeoNames name_equals match; selected 'Kraków'; admin 'Województwo małopolskie'; feature PPLA; population 804237; 1.3 km from trusted local centroid; top-vs-next score margin 66.7; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
poland__szczecin__4cc3ea50,Poland,Szczecin,"Szczecin, Poland",53.42894,14.55302,geonames_searchJSON,https://www.geonames.org/3083829,high,GeoNames name_equals match; selected 'Szczecin'; admin 'województwo zachodniopomorskie'; feature PPLA; population 395513; 2.4 km from trusted local centroid; top-vs-next score margin 100.8; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
poland__odz__c524db80,Poland,Łódź,"Łódź, Poland",51.77058,19.47395,geonames_searchJSON,https://www.geonames.org/3093133,high,GeoNames name_equals match; selected 'Łódź'; admin 'Województwo łódzkie'; feature PPLA; population 645693; 2.7 km from trusted local centroid; top-vs-next score margin 66.4; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
portugal__amadora__57d8ae2e,Portugal,Amadora,"Amadora, Portugal",38.75382,-9.23083,geonames_searchJSON,https://www.geonames.org/2271772,high,GeoNames name_equals match; selected 'Amadora'; admin 'Lisboa'; feature PPL; population 178858; 0.3 km from trusted local centroid; top-vs-next score margin 180.8; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
portugal__campanha__d32ffe1a,Portugal,Campanhã,"Campanhã, Portugal",41.15706,-8.57466,geonames_searchJSON,https://www.geonames.org/2741667,high,GeoNames name_equals match; selected 'Campanhã'; admin 'Porto'; feature PPL; population 29666; 0.9 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
portugal__faro__b1a732e6,Portugal,Faro,"Faro, Portugal",37.01869,-7.92716,geonames_searchJSON,https://www.geonames.org/2268339,high,GeoNames name_equals match; selected 'Faro'; admin 'Faro'; feature PPLA; population 70347; 8.8 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
germany__freiburg-im-breisgau__827c982f,Germany,Freiburg im Breisgau,"Freiburg im Breisgau, Germany",47.9959,7.85222,geonames_searchJSON,https://www.geonames.org/2925177,low,GeoNames name_equals match; selected 'Freiburg'; admin 'Baden-Württemberg'; feature PPLA2; population 215966; 3.3 km from trusted local centroid; spot-check recommended before promoting to final club coordinates; HTTP fallback was used because the GeoNames HTTPS certificate failed verification. NOTE: Verified.
